week_number,reward_card_nbr,sales
22,59330839,70.92
22,17665913,66.29
22,12194916,83.47
22,81258180,95.55
22,48558793,85.20
22,32196813,127.74
22,88021108,34.02
22,11410786,54.13
22,92064982,125.02
22,55273468,107.77
22,97823952,12.24
22,13011038,241.52
22,9788057,21.84
22,13801893,167.71
22,15111949,181.62
22,20006443,219.34
22,17838818,99.89
22,66123565,310.84
22,13963411,137.11
22,23008759,16.64
22,69432760,47.79
22,9487654,14.63
22,10086814,88.48
22,7587917,48.01
22,30060925,143.66
22,14541258,69.64
22,73622081,38.61
22,10603687,140.01
22,12806071,406.10
22,12843765,369.78
22,82043513,80.42
22,15400610,23.69
22,13378416,295.52
22,12305813,231.01
22,31129941,146.89
22,11960231,242.60
22,90405866,71.27
22,22879483,114.44
22,45191052,115.09
22,11878110,2.71
22,61106053,266.53
22,8200713,167.04
22,15385374,273.39
22,90541255,8.03
22,87264256,306.27
22,75652352,33.79
22,61060586,95.76
22,19734769,333.29
22,89852851,121.28
22,63307415,240.09
22,52404464,190.81
22,88904439,590.29
22,13224731,178.46
22,10636095,235.67
22,12067832,26.92
22,12424355,153.77
22,62860718,158.42
22,32391544,43.41
22,16237673,146.71
22,12244052,74.47
22,10230887,88.29
22,11669659,176.16
22,10223493,57.52
22,102024817,210.93
22,7543443,298.88
22,52709164,54.03
22,86586528,49.19
22,77132164,59.54
22,13707557,14.33
22,90229447,41.09
22,24341356,263.86
22,12140633,78.02
22,16162874,72.26
22,22548145,39.57
22,42011902,91.19
22,40482120,74.12
22,9098281,412.13
22,7855317,54.36
22,12462427,11.94
22,33695494,278.33
22,13082627,664.25
22,76758165,38.73
22,14467230,129.90
22,55080020,115.18
22,8560631,218.18
22,14010358,51.21
22,11336489,11.27
22,14498467,151.97
22,13380776,28.44
22,12732031,56.75
22,30929456,7.58
22,14059264,89.30
22,9278945,232.26
22,15330705,56.35
22,95273900,171.27
22,78179316,16.66
22,37996258,309.39
22,20643193,115.55
22,80709407,17.66
22,72723015,332.97
22,11306221,222.92
22,44673878,39.60
22,11415983,188.78
22,13847146,82.44
22,80517779,346.78
22,30290233,48.51
22,8843860,22.49
22,10684373,226.23
22,11282672,128.63
22,32872429,182.03
22,61430343,37.82
22,11791653,281.73
22,56028126,116.57
22,10094809,86.46
22,22673407,305.26
22,98664211,24.28
22,21671065,600.74
22,48379390,193.05
22,12707928,268.85
22,7560627,2.69
22,11028917,213.03
22,11146395,173.69
22,75079735,39.53
22,27062280,101.23
22,7877649,129.15
22,10436505,79.55
22,14129337,12.68
22,31997695,22.39
22,9227339,117.80
22,10158826,72.13
22,16073459,21.32
22,50785918,55.87
22,11475056,216.93
22,58599396,204.60
22,56080247,41.86
22,48816816,86.26
22,11523306,880.54
22,13214144,62.09
22,8917824,60.72
22,96415899,144.59
22,82288729,59.10
22,96773296,134.21
22,13619225,96.07
22,15419658,13.43
22,64329534,204.03
22,13218684,52.18
22,13690794,69.74
22,15022953,112.03
22,58966081,160.09
22,12331932,86.85
22,8509351,58.23
22,10623320,84.04
22,12652061,37.16
22,10822682,373.66
22,9400947,99.67
22,16382181,136.82
22,59191461,16.05
22,74374719,6.96
22,26567338,73.94
22,41666285,127.36
22,14628618,120.78
22,12416969,201.43
22,14726587,97.78
22,95756728,8.06
22,13372518,225.68
22,70823850,253.46
22,18196462,103.36
22,14311432,112.54
22,82212937,132.44
22,96833578,384.65
22,54372077,104.10
22,45362544,16.57
22,9848616,123.50
22,8044200,62.45
22,15322522,332.67
22,9453910,92.34
22,13596141,147.83
22,48495648,308.27
22,8642415,144.16
22,16376804,190.01
22,14941656,91.03
22,30287807,317.96
22,27761889,39.01
22,8152651,453.46
22,16019560,567.75
22,11401467,191.37
22,8564924,72.69
22,9768118,205.78
22,85568384,155.15
22,9844673,94.65
22,77991513,153.49
22,9393825,208.22
22,51146089,103.33
22,13113626,129.96
22,45996259,192.61
22,27281398,111.15
22,43311099,132.73
22,11323195,91.95
22,11931553,113.86
22,13133208,236.69
22,9282145,175.39
22,11962403,94.31
22,42594925,82.14
22,13746267,344.58
22,77312109,150.19
22,11066388,27.56
22,37674666,262.37
22,8700646,353.04
22,61346698,43.13
22,81096766,219.40
22,11281408,128.24
22,16399995,138.09
22,13699677,97.68
22,36455468,45.16
22,8190288,116.54
22,40061413,202.09
22,12117370,84.50
22,31930648,84.09
22,13876570,19.59
22,8603554,346.15
22,15513379,49.33
22,15039702,101.60
22,10889877,72.92
22,15139672,11.62
22,87041096,236.51
22,49483207,177.29
22,54026282,133.82
22,62908367,192.66
22,10743167,5.77
22,9486307,73.02
22,33734337,113.73
22,24697799,129.19
22,9336792,108.16
22,62252141,325.81
22,13742128,157.65
22,14807961,90.20
22,43639769,125.08
22,13676156,145.34
22,11398923,120.35
22,18456250,264.43
22,78693435,140.52
22,12145127,145.62
22,25396152,366.43
22,87247513,281.82
22,43128657,38.09
22,16225467,69.35
22,59089664,167.39
22,89391333,17.78
22,11493782,28.01
22,81077546,67.75
22,22569147,103.11
22,8687701,40.96
22,10243521,115.12
22,55163180,87.86
22,79193325,126.61
22,12781732,77.50
22,24649432,366.98
22,7716508,399.86
22,9486576,140.31
22,15301992,168.66
22,10124859,296.15
22,9930935,82.33
22,9534372,167.41
22,15391463,40.30
22,29844005,92.06
22,79898481,101.40
22,98414188,140.06
22,28289494,89.72
22,10199971,65.55
22,14064796,51.69
22,67471606,19.90
22,26768686,44.02
22,9404324,232.79
22,7919839,189.29
22,9479321,100.36
22,14356788,413.42
22,8699070,189.72
22,7566457,59.02
22,12167163,48.86
22,8405925,87.20
22,12094233,32.63
22,79482416,334.54
22,13361044,57.58
22,72016109,135.77
22,92021291,197.80
22,73903040,67.73
22,13823174,141.74
22,14500728,422.03
22,42132200,36.44
22,45158881,571.60
22,11329813,76.08
22,9578146,141.77
22,10504149,134.24
22,11664411,371.10
22,43555376,241.95
22,8697712,75.08
22,9519614,141.89
22,45720429,182.56
22,14235549,28.85
22,9905246,134.26
22,34028294,76.06
22,7638209,128.79
22,10727387,34.32
22,96733482,6.07
22,11305305,444.31
22,89204278,106.22
22,40632050,114.51
22,30169458,326.24
22,10301069,116.54
22,15184740,255.80
22,12775862,112.75
22,84506646,34.81
22,83682554,58.91
22,13900070,191.69
22,10310680,103.18
22,95470553,123.65
22,21324772,40.21
22,68856237,135.93
22,14242323,104.23
22,101875457,3.28
22,11151692,417.71
22,8107796,95.98
22,66004138,97.08
22,20633904,134.73
22,55978482,118.85
22,56642570,147.10
22,72789994,125.35
22,92503033,110.42
22,11558116,70.58
22,24844510,18.11
22,25028397,138.70
22,55321002,134.89
22,28988205,35.72
22,11195284,329.81
22,60968749,322.32
22,20888219,89.55
22,9980921,328.26
22,13415978,367.36
22,8667414,75.67
22,80791100,71.86
22,87003301,163.70
22,8526207,71.90
22,84686600,209.32
22,14168148,132.41
22,12498275,17.61
22,10232691,79.70
22,56330552,215.04
22,88492730,167.75
22,61370808,216.17
22,74128875,362.70
22,10564337,68.82
22,20284825,302.33
22,74488466,95.96
22,56277048,79.32
22,74388726,46.37
22,94562808,36.71
22,62393271,105.21
22,59238072,352.18
22,9188712,182.34
22,12527667,16.62
22,15994953,144.21
22,30029616,139.52
22,33890523,335.22
22,14756392,135.92
22,27454941,61.89
22,10374425,218.56
22,17575516,124.60
22,15022294,122.65
22,15026966,14.43
22,9240635,57.37
22,8199730,82.26
22,17798239,31.86
22,22159352,56.38
22,68050000,103.29
22,41411223,77.79
22,10650123,62.18
22,12913019,246.69
22,72995690,172.85
22,16318698,398.02
22,8752441,218.91
22,10904815,60.31
22,12206172,262.14
22,11636314,98.52
22,90827703,83.82
22,14425020,374.59
22,10839360,238.24
22,30363629,229.54
22,71562241,105.79
22,83198907,113.07
22,9290026,168.50
22,12879963,119.47
22,15679701,11.74
22,15010580,121.42
22,12083833,123.93
22,54476283,362.69
22,9557525,91.69
22,45766512,533.35
22,48083409,58.44
22,34041435,139.41
22,33864996,48.91
22,40640636,236.39
22,8967190,33.69
22,43311575,2.19
22,76875953,338.04
22,14836260,374.06
22,15179601,142.26
22,22848448,89.55
22,22671850,58.96
22,26182869,471.92
22,15533736,357.56
22,11329683,189.25
22,7960959,36.32
22,10690280,190.20
22,28781270,279.86
22,17753799,232.32
22,7904486,64.22
22,20332181,118.17
22,15944131,135.95
22,87613961,31.74
22,44530388,29.90
22,14796493,395.33
22,14664461,101.19
22,41941485,3.88
22,92176602,817.06
22,47622964,550.90
22,13363690,90.33
22,9284507,65.64
22,10585227,232.75
22,8860305,46.20
22,13341075,41.62
22,51594048,202.73
22,14733308,43.29
22,9326832,281.75
22,14468010,105.70
22,71317684,95.99
22,9666513,143.61
22,62085417,131.44
22,11276811,48.05
22,73173099,38.70
22,11635225,283.25
22,78749084,202.78
22,43583506,185.84
22,13219242,14.52
22,68975409,73.68
22,36277263,96.39
22,60484638,8.86
22,8129746,5.97
22,22812894,304.57
22,14131815,36.42
22,84243757,142.44
22,23223778,13.02
22,58255743,149.45
22,86827233,109.44
22,8565423,27.69
22,54009701,162.79
22,12625425,69.38
22,8567134,54.46
22,71678666,102.06
22,12173360,85.24
22,60554947,179.86
22,71708339,202.17
22,50083435,285.99
22,14590193,219.90
22,10499426,298.68
22,11816511,248.03
22,66992375,97.96
22,35438706,17.61
22,15033605,123.88
22,23110912,90.05
22,14929846,277.89
22,74252332,15.72
22,14910291,45.64
22,13150038,136.93
22,13157479,237.44
22,77956790,253.30
22,16198568,72.56
22,49811242,269.90
22,10794913,53.92
22,45884115,77.33
22,71303070,223.23
22,101590340,243.33
22,13759346,16.54
22,11845947,144.86
22,52045824,210.29
22,86407981,44.77
22,9869535,61.96
22,71312420,240.66
22,13268519,225.64
22,17602171,34.69
22,13265508,29.70
22,10291171,48.83
22,27509626,72.89
22,15121704,99.63
22,97384128,19.08
22,11489832,33.16
22,10742768,73.95
22,14779946,111.34
22,13777074,82.27
22,45756394,96.42
22,8852629,14.18
22,27594176,26.99
22,13701706,3.98
22,74627830,204.26
22,23751035,5.07
22,15011149,180.15
22,55767471,137.98
22,14381140,87.39
22,89565930,362.62
22,7999293,43.76
22,90259384,35.13
22,67514736,54.77
22,14983131,84.06
22,65815877,134.55
22,81889790,117.86
22,11561066,31.89
22,9826089,178.07
22,10041011,90.16
22,64479704,17.01
22,14252062,38.77
22,25581803,186.16
22,87730224,210.63
22,86887616,242.26
22,11968851,117.71
22,98533753,67.43
22,8023892,290.48
22,48212542,61.44
22,14165482,146.64
22,29695853,224.65
22,10354456,165.49
22,14688763,9.35
22,8422651,44.61
22,37385926,11.84
22,77812398,55.71
22,7900364,333.42
22,9784987,147.60
22,75444656,91.93
22,14409869,49.17
22,45434999,71.33
22,43029879,49.81
22,41167012,103.91
22,52933293,28.27
22,74432906,102.82
22,10241752,225.55
22,33208112,321.64
22,7915138,108.57
22,64071131,50.54
22,73900818,259.59
22,9355434,85.43
22,10196584,90.61
22,34647083,62.91
22,47324539,145.02
22,47444289,416.86
22,12222179,116.91
22,51701371,224.49
22,8789288,172.77
22,83591227,175.34
22,7644180,169.56
22,7680550,71.11
22,62915516,110.06
22,54517034,186.76
22,15372549,74.42
22,25454223,295.70
22,47476347,23.38
22,63856621,143.25
22,9085314,53.18
22,12096291,79.79
22,94982400,192.89
22,82227999,99.69
22,11744507,93.07
22,11754084,115.89
22,74207153,316.62
22,76752035,179.30
22,22682929,203.95
22,98132592,28.47
22,15422549,51.97
22,13917866,110.71
22,14015268,128.69
22,10277066,47.92
22,11892528,201.08
22,85055780,285.97
22,10266169,187.79
22,33258713,112.09
22,10280482,155.31
22,30070848,68.96
22,9978457,32.23
22,56754631,135.36
22,11124118,247.92
22,13127251,38.18
22,9818547,41.36
22,74854791,163.62
22,7552815,35.41
22,72774572,210.59
22,45116785,48.97
22,72893553,23.21
22,84837977,362.41
22,51612169,335.55
22,57783303,245.21
22,19503242,158.29
22,15367160,366.50
22,12936916,286.99
22,14670203,99.33
22,7583936,326.21
22,11986392,62.61
22,12188155,164.03
22,12529063,36.17
22,43203566,174.40
22,36770218,71.21
22,28606635,69.86
22,17433108,70.46
22,80894125,77.49
22,53564215,422.49
22,15384077,77.85
22,82083668,334.35
22,101983104,118.08
22,10274339,556.14
22,12904829,259.43
22,11129756,112.16
22,70971352,181.89
22,51220836,25.95
22,60750908,122.29
22,14044129,112.89
22,9513063,345.24
22,20412094,96.65
22,13401420,376.67
22,52249813,80.82
22,24262200,36.90
22,23347855,20.25
22,8696359,252.77
22,35247404,255.89
22,15448276,222.15
22,47556779,108.45
22,31756837,40.45
22,8968879,200.38
22,9256136,298.62
22,87001737,323.27
22,10586023,103.67
22,67734100,124.92
22,95825259,27.94
22,48071408,19.10
22,94658112,180.06
22,33894891,95.16
22,31501420,122.86
22,25192747,245.41
22,7547624,264.71
22,94450609,56.86
22,38037657,7.20
22,47947264,43.26
22,13076613,1021.76
22,85038455,104.08
22,10491228,36.81
22,15420725,97.83
22,7836002,139.93
22,8252389,26.37
22,9863244,214.86
22,29766157,368.08
22,79238458,117.49
22,11061539,202.80
22,62061799,63.57
22,7623594,33.59
22,8539501,51.40
22,16261259,184.22
22,71762841,120.76
22,83416864,185.49
22,7624355,59.97
22,72350459,139.78
22,73057965,177.89
22,8868891,118.63
22,67103224,180.34
22,10452341,122.70
22,7637615,51.93
22,45540522,34.00
22,12973424,26.09
22,11771996,289.56
22,37116383,111.30
22,9978966,3.68
22,37624563,104.29
22,77240182,10.69
22,11918805,129.93
22,44986623,122.68
22,13675934,329.82
22,93504926,43.28
22,11803496,190.59
22,87915955,299.63
22,8773980,154.16
22,54092527,218.47
22,11486310,213.25
22,9702496,92.49
22,8753185,92.00
22,15420519,84.13
22,10469031,42.72
22,14657128,142.82
22,11709275,126.80
22,11531888,232.62
22,92677043,306.05
22,68429027,211.60
22,54918826,262.08
22,94538763,106.35
22,13716970,61.39
22,10171951,7.80
22,12674613,268.02
22,15835297,95.87
22,13361636,16.78
22,95287249,503.75
22,12689155,79.69
22,14705104,15.22
22,51593689,41.65
22,66329312,73.48
22,13808295,93.62
22,11328085,158.23
22,71947336,269.27
22,10131940,65.31
22,64904051,62.74
22,79314696,53.21
22,21271588,44.07
22,76523222,36.07
22,11137187,39.81
22,8159524,34.94
22,12885359,10.00
22,25086426,126.30
22,12216665,128.16
22,34236662,26.15
22,11126731,290.49
22,79876820,233.93
22,11037027,162.89
22,73377753,161.39
22,8575308,29.03
22,97706227,183.67
22,51229626,108.97
22,13515579,229.45
22,11401123,60.72
22,8126433,207.77
22,92971043,62.53
22,47082713,136.84
22,12637802,91.73
22,38268587,185.44
22,10385507,308.93
22,95118907,67.02
22,10023520,73.14
22,12445545,76.80
22,51290522,224.17
22,75895269,382.88
22,51078713,63.60
22,10280762,58.07
22,14896803,97.55
22,16507707,265.25
22,11908900,193.21
22,62136764,101.27
22,7704744,226.98
22,41016896,61.88
22,9659759,117.59
22,10595020,110.03
22,7863644,46.06
22,16459640,95.91
22,12298318,246.86
22,13993321,334.86
22,55965936,127.62
22,13761190,125.45
22,95442999,119.22
22,9825558,158.73
22,90874160,69.61
22,72729563,52.08
22,7787431,133.97
22,14458372,262.87
22,8258326,81.22
22,8348499,223.43
22,8956455,22.29
22,74627160,17.07
22,42587399,258.74
22,45446446,574.41
22,16323617,33.33
22,66391382,404.25
22,10338530,228.81
22,57969027,425.64
22,13973220,39.08
22,9606566,308.04
22,9395897,135.69
22,54367865,174.81
22,29662579,58.57
22,26706733,184.95
22,50951489,299.16
22,82338311,175.21
22,13704042,92.09
22,7973913,68.58
22,14075731,132.34
22,101608082,327.08
22,11739517,204.95
22,76863472,309.70
22,10536552,470.83
22,10631993,226.04
22,74294074,432.94
22,47092708,124.24
22,36254133,236.67
22,10439309,18.42
22,24721660,67.48
22,62069307,189.02
22,15054876,83.93
22,10839770,79.47
22,77163771,101.42
22,31029739,133.95
22,101790656,50.45
22,11174512,11.55
22,9610473,113.50
22,13923568,11.50
22,79578951,256.83
22,16102683,6.63
22,12940525,124.02
22,56228117,305.29
22,15435646,224.65
22,11814031,111.15
22,17114925,95.99
22,13500824,376.76
22,10430875,75.03
22,8929092,123.38
22,98959082,10.75
22,11991655,109.18
22,12397290,74.97
22,90476352,128.79
22,40721735,171.90
22,40662297,237.51
22,21034733,54.92
22,64348121,127.04
22,9000281,45.12
22,10586470,79.02
22,9662550,31.47
22,8954340,299.26
22,28531451,44.81
22,94124150,12.44
22,10579353,39.10
22,72050928,140.76
22,12626724,294.96
22,12818467,103.87
22,18522208,164.07
22,38106290,109.18
22,13736932,114.98
22,11686614,83.82
22,7881936,33.77
22,35882615,271.18
22,66718330,74.53
22,42490297,30.07
22,15969350,605.15
22,68467849,165.02
22,89631295,112.09
22,14723773,71.14
22,89833947,83.37
22,9815117,131.79
22,13261671,42.66
22,11461076,113.82
22,73600201,133.81
22,11049895,58.76
22,87225162,33.33
22,15142284,31.58
22,12361013,113.62
22,53076874,53.52
22,15136088,213.73
22,83064129,341.91
22,11740164,2220.23
22,11187006,164.38
22,14247163,414.64
22,93827470,1117.82
22,27148651,154.44
22,10637522,10.05
22,12931175,365.07
22,13901470,56.86
22,59803498,105.86
22,79151581,295.27
22,10112332,156.81
22,68946006,130.48
22,93330948,197.60
22,31690049,136.98
22,15075327,223.01
22,11674445,30.94
22,37447705,470.93
22,36414247,30.92
22,24757568,148.57
22,94913435,277.99
22,76924992,21.61
22,59831040,88.93
22,13816402,50.80
22,57408432,250.60
22,11738052,345.30
22,8768248,185.23
22,16120930,30.19
22,9621493,128.85
22,48218989,8.90
22,10099596,176.03
22,33711387,132.42
22,12024125,10.70
22,67566403,24.32
22,67094637,150.87
22,9932753,96.19
22,14204765,1906.63
22,98227966,55.57
22,80718879,111.38
22,60754160,216.73
22,70195564,43.24
22,15328984,275.49
22,9834787,593.60
22,11220434,285.37
22,31449475,75.21
22,12160897,135.09
22,41326464,186.39
22,18418543,197.25
22,9793002,367.16
22,62636973,397.45
22,58942520,153.51
22,8014265,129.19
22,86943611,39.80
22,15568615,19.53
22,10876442,160.42
22,15109685,47.70
22,14538858,637.35
22,7839725,66.50
22,97328619,159.05
22,9307765,95.72
22,9949103,180.07
22,71460984,230.46
22,11218687,20.91
22,11542922,214.94
22,12528350,58.86
22,34571048,151.39
22,12368973,160.30
22,13649049,40.15
22,15504309,247.70
22,53671434,80.53
22,13089683,44.84
22,11850050,171.76
22,81053037,184.53
22,13432216,92.07
22,10059409,25.23
22,71584545,198.90
22,18953840,20.81
22,9838627,22.88
22,7623611,192.48
22,23926640,62.35
22,95514413,126.32
22,10663766,187.81
22,11312303,304.02
22,14144787,153.60
22,23062187,270.26
22,25125185,38.51
22,85213418,156.62
22,68706964,88.73
22,16538543,535.96
22,42174873,179.72
22,17317758,88.81
22,10636327,124.36
22,31436773,38.82
22,46161729,176.30
22,9196906,79.00
22,15415464,199.11
22,28484395,30.14
22,21463903,158.54
22,45854641,206.03
22,73173339,92.33
22,49417200,260.78
22,12971134,177.90
22,54355513,52.69
22,14664880,83.48
22,76932150,253.71
22,13109179,159.80
22,13769019,537.52
22,13931161,123.00
22,42720094,171.71
22,12975574,14.48
22,78279291,22.92
22,62027842,250.46
22,10145559,155.87
22,53877459,99.85
22,9695385,76.37
22,13650943,111.05
22,13470064,95.01
22,9649442,315.64
22,14120829,105.40
22,38366977,24.08
22,10879313,35.71
22,76502512,32.83
22,96879672,125.90
22,58721105,34.19
22,69564296,321.84
22,10792244,141.98
22,11109517,110.28
22,40598203,179.63
22,67297726,85.53
22,15991649,396.91
22,15898070,173.38
22,78918191,232.66
22,90831711,202.57
22,8133423,139.98
22,98710509,166.51
22,14427003,261.42
22,7855782,76.13
22,55881395,123.72
22,13365505,134.24
22,8846235,208.26
22,96603574,111.54
22,8830411,84.61
22,45016676,214.53
22,41246293,130.50
22,27669726,122.32
22,20267370,54.47
22,9714907,156.49
22,24600014,213.37
22,42161527,115.49
22,24038997,21.45
22,9147283,137.74
22,8074051,156.32
22,35305523,42.74
22,91931178,217.63
22,90187412,16.61
22,42047474,193.95
22,24768376,39.09
22,79910023,21.93
22,13671873,34.02
22,12801770,63.85
23,10301069,188.92
23,79482416,111.24
23,10504149,94.50
23,8159524,126.21
23,12094233,47.62
23,11329813,49.55
23,7566457,37.56
23,8565423,151.91
23,8752441,153.63
23,56330552,193.84
23,58255743,164.88
23,88492730,67.98
23,10232691,47.34
23,22159352,56.91
23,61370808,263.81
23,28781270,144.96
23,17753799,124.55
23,10690280,66.74
23,7904486,5.97
23,13265508,33.48
23,54476283,337.58
23,45766512,466.45
23,15010580,234.32
23,12083833,130.62
23,7960959,101.40
23,11329683,53.28
23,20284825,268.47
23,33864996,85.75
23,9557525,176.87
23,20332181,181.38
23,15533736,15.32
23,11740164,545.51
23,13224731,44.47
23,41411223,127.25
23,34041435,119.45
23,10650123,9.20
23,45720429,186.31
23,9519614,30.50
23,78279291,27.39
23,66329312,161.71
23,51593689,158.34
23,79880424,172.20
23,12689155,9.89
23,44530388,27.55
23,21209261,94.07
23,11276811,50.41
23,41036709,69.42
23,17602171,41.64
23,23751035,20.54
23,27509626,252.69
23,7638209,173.83
23,9869535,194.59
23,96733482,47.96
23,47556779,113.13
23,83064129,238.48
23,57695589,18.69
23,15969350,509.89
23,13769019,415.36
23,13931161,62.53
23,89631295,74.12
23,10637522,86.96
23,8687701,52.16
23,96603574,204.12
23,15136088,81.27
23,10975279,69.02
23,95470553,404.55
23,14779946,106.61
23,10742768,376.78
23,10291171,46.23
23,25389041,80.64
23,55767471,34.54
23,8929092,156.21
23,98959082,40.80
23,12251190,61.89
23,41326464,163.19
23,35305523,39.16
23,8323387,283.86
23,67094637,38.66
23,11151692,25.71
23,60754160,232.94
23,55965936,120.24
23,48212542,94.49
23,45434999,339.42
23,31690049,120.28
23,26906102,181.34
23,12935082,249.17
23,63795901,291.01
23,35604052,63.62
23,72350459,134.20
23,8490963,299.70
23,18392685,254.93
23,11174512,187.56
23,93459195,232.20
23,12678499,77.14
23,9388975,139.20
23,32634416,196.20
23,16198568,326.04
23,12424355,250.03
23,32391544,32.24
23,63847148,49.39
23,9446064,492.89
23,14204765,2199.71
23,13045249,260.80
23,7803553,113.53
23,102024817,387.78
23,8074051,59.37
23,13530149,49.04
23,72818440,252.60
23,12844602,415.07
23,93684550,24.38
23,18790829,9.15
23,93330948,267.32
23,9665689,170.68
23,11306221,226.64
23,59831040,96.42
23,11738052,125.58
23,75079735,32.53
23,12498275,306.99
23,15322522,126.96
23,84686600,127.91
23,87027495,87.49
23,12160897,125.49
23,9834787,228.83
23,16120930,9.66
23,11619496,141.94
23,86413023,30.89
23,90405866,40.50
23,31129941,122.19
23,11960231,147.37
23,13690794,12.42
23,53877459,103.65
23,11561066,145.91
23,52404464,312.83
23,15395385,529.66
23,9950095,120.05
23,11687914,217.37
23,25831661,102.27
23,92028400,159.19
23,82043513,43.53
23,15400610,110.12
23,72774572,243.61
23,24721660,104.64
23,10439309,225.67
23,33890523,342.02
23,42587399,157.67
23,72893553,24.87
23,14252062,136.75
23,13470064,59.22
23,11968851,61.69
23,9649442,339.40
23,98533753,85.37
23,63307415,198.60
23,9815117,203.43
23,89852851,65.39
23,44705022,145.06
23,8843475,148.10
23,8860305,3.68
23,13704042,16.40
23,101608082,398.27
23,10196584,67.28
23,47324539,72.73
23,12222179,103.42
23,8789288,97.46
23,51701371,299.35
23,43053674,166.58
23,86727147,66.42
23,98684602,112.90
23,8996731,64.92
23,16075720,34.03
23,84789910,54.82
23,50951489,331.15
23,15385374,181.63
23,11173720,685.01
23,29695853,343.37
23,10415196,106.74
23,14688763,72.61
23,81053037,234.70
23,64071131,28.23
23,32872429,300.37
23,15620775,105.51
23,39828863,219.22
23,33185643,18.16
23,11187006,51.62
23,90229447,25.94
23,22548145,107.17
23,16162874,39.16
23,52709164,82.39
23,94658112,22.67
23,42011902,305.32
23,11674445,184.41
23,15075327,269.91
23,10223493,24.72
23,30049632,190.92
23,12741643,106.42
23,23110912,145.79
23,74252332,80.76
23,8967190,62.10
23,10354456,125.39
23,8422651,80.82
23,14165482,124.22
23,10542779,66.79
23,11908900,226.09
23,10094809,332.27
23,9621493,94.24
23,48218989,89.49
23,9221743,65.05
23,13816402,27.57
23,9290026,151.96
23,87041096,274.81
23,12879963,155.69
23,8579285,307.17
23,8868891,272.28
23,7798886,19.98
23,13662632,68.38
23,12632089,28.25
23,8979306,27.01
23,45016676,216.62
23,42161527,36.96
23,27669726,53.38
23,8980824,110.88
23,14409869,5.48
23,9784987,93.95
23,8023892,166.39
23,75444656,10.12
23,60554947,257.86
23,22671850,36.15
23,19103907,4.13
23,7900364,711.91
23,43029879,281.43
23,10059409,75.81
23,43555376,10.45
23,73900818,87.45
23,12940525,97.53
23,31029739,54.66
23,9355434,88.26
23,92064982,162.90
23,11410786,67.59
23,77812398,38.30
23,12806071,14.33
23,65916472,87.62
23,13952993,18.69
23,15994953,289.28
23,49429822,213.83
23,45459955,113.74
23,97412762,66.48
23,43203566,108.05
23,12681339,623.81
23,15180194,180.53
23,61547463,54.82
23,29748948,11.94
23,46259511,30.15
23,14118494,140.59
23,41167012,62.80
23,15033605,51.39
23,13189863,159.23
23,65660101,89.35
23,83416864,170.73
23,30392426,33.33
23,10765333,266.69
23,13251110,127.24
23,67010454,81.17
23,11461076,88.69
23,45116785,6.17
23,12531177,160.83
23,8748211,92.51
23,30146247,209.17
23,13261671,99.28
23,15109685,146.92
23,10079019,346.50
23,79876820,22.62
23,9578146,46.04
23,71460984,142.62
23,13432216,177.28
23,23926640,5.47
23,95514413,163.50
23,17798239,64.61
23,15022294,51.54
23,62027842,173.54
23,8667414,83.89
23,62069307,195.14
23,46161729,402.79
23,9861989,255.64
23,53671434,52.74
23,11140261,102.04
23,7863644,131.40
23,78829303,158.95
23,7704744,103.43
23,10595020,57.03
23,7839725,148.08
23,13089683,81.48
23,85213418,258.28
23,53002047,75.91
23,9695385,414.20
23,9930935,3.28
23,18196462,156.70
23,8509351,219.05
23,82212937,55.87
23,70823850,50.32
23,13568106,231.82
23,10623320,25.32
23,51078713,52.51
23,9932753,4.23
23,10876442,175.14
23,29863585,153.61
23,9949103,208.39
23,57978671,245.81
23,8743166,52.31
23,9196906,290.96
23,31436773,62.27
23,9848616,164.59
23,14311432,142.65
23,13076613,1137.58
23,96833578,236.01
23,54372077,73.48
23,45362544,50.95
23,85038455,90.53
23,11433249,4.87
23,18456250,206.57
23,67471606,186.66
23,43126700,359.32
23,90492670,102.34
23,55163180,24.38
23,12975574,55.84
23,87983701,102.65
23,42720094,106.19
23,25454223,24.82
23,13699677,147.89
23,15372549,55.02
23,56642570,281.10
23,37692785,70.44
23,12145127,57.68
23,71312420,254.34
23,9085314,71.32
23,63856621,154.34
23,10277066,38.06
23,14015268,119.36
23,82227999,56.94
23,11489832,44.50
23,10636327,274.89
23,11523951,365.55
23,72729563,177.07
23,7787431,263.74
23,7716508,236.01
23,11669659,120.02
23,12781732,66.79
23,15328984,159.42
23,8621924,201.21
23,10836198,27.26
23,15367160,319.46
23,8768248,241.26
23,24649432,189.39
23,12936916,199.31
23,17755929,233.16
23,15301992,197.96
23,15568615,7.65
23,12279062,94.20
23,14538858,356.36
23,11850050,60.80
23,25125185,431.73
23,23062187,322.39
23,24600014,160.26
23,10402425,184.91
23,15976788,183.97
23,12368973,33.91
23,60968749,222.60
23,63817856,108.04
23,7543443,305.15
23,10447796,102.69
23,13736932,258.17
23,7881936,52.23
23,13707557,203.25
23,24603643,427.09
23,16538543,148.08
23,40482120,24.68
23,46355821,20.85
23,11686614,112.33
23,11013729,222.97
23,79510829,258.55
23,11878110,153.52
23,45191052,125.50
23,8847655,76.35
23,81593831,24.51
23,11061539,169.79
